Date,Time,StationName,StationCode,Latitude,Longitude,GroupName,SampleId,SampleDepth,Air temperature,Air temperature Code,Air temperature Tier,Air temperature Units,Air temperature Problem,Air temperature Qualifier,Alkalinity,Alkalinity Code,Alkalinity Tier,Alkalinity Units,Alkalinity Problem,Alkalinity Qualifier,Ammonia-nitrogen,Ammonia-nitrogen Code,Ammonia-nitrogen Tier,Ammonia-nitrogen Units,Ammonia-nitrogen Problem,Ammonia-nitrogen Qualifier,Bacteria (E.Coli) Blank,Bacteria (E.Coli) Blank Code,Bacteria (E.Coli) Blank Tier,Bacteria (E.Coli) Blank Units,Bacteria (E.Coli) Blank Problem,Bacteria (E.Coli) Blank Qualifier,Bacteria (E.Coli),Bacteria (E.Coli) Code,Bacteria (E.Coli) Tier,Bacteria (E.Coli) Units,Bacteria (E.Coli) Problem,Bacteria (E.Coli) Qualifier,Bacteria Incubation Temperature,Bacteria Incubation Temperature Code,Bacteria Incubation Temperature Tier,Bacteria Incubation Temperature Units,Bacteria Incubation Temperature Problem,Bacteria Incubation Temperature Qualifier,Bacteria Incubation Time,Bacteria Incubation Time Code,Bacteria Incubation Time Tier,Bacteria Incubation Time Units,Bacteria Incubation Time Problem,Bacteria Incubation Time Qualifier,Chlorophyll a;b;c,Chlorophyll a;b;c Code,Chlorophyll a;b;c Tier,Chlorophyll a;b;c Units,Chlorophyll a;b;c Problem,Chlorophyll a;b;c Qualifier,Chlorophyll a,Chlorophyll a Code,Chlorophyll a Tier,Chlorophyll a Units,Chlorophyll a Problem,Chlorophyll a Qualifier,Conductivity,Conductivity Code,Conductivity Tier,Conductivity Units,Conductivity Problem,Conductivity Qualifier,Dissolved oxygen % Sat,Dissolved oxygen % Sat Code,Dissolved oxygen % Sat Tier,Dissolved oxygen % Sat Units,Dissolved oxygen % Sat Problem,Dissolved oxygen % Sat Qualifier,Dissolved oxygen,Dissolved oxygen Code,Dissolved oxygen Tier,Dissolved oxygen Units,Dissolved oxygen Problem,Dissolved oxygen Qualifier,Enterococcus Blank,Enterococcus Blank Code,Enterococcus Blank Tier,Enterococcus Blank Units,Enterococcus Blank Problem,Enterococcus Blank Qualifier,Enterococcus,Enterococcus Code,Enterococcus Tier,Enterococcus Units,Enterococcus Problem,Enterococcus Qualifier,Nitrate-nitrogen,Nitrate-nitrogen Code,Nitrate-nitrogen Tier,Nitrate-nitrogen Units,Nitrate-nitrogen Problem,Nitrate-nitrogen Qualifier,Nitrite,Nitrite Code,Nitrite Tier,Nitrite Units,Nitrite Problem,Nitrite Qualifier,Nitrite-nitrate,Nitrite-nitrate Code,Nitrite-nitrate Tier,Nitrite-nitrate Units,Nitrite-nitrate Problem,Nitrite-nitrate Qualifier,Orthophosphate,Orthophosphate Code,Orthophosphate Tier,Orthophosphate Units,Orthophosphate Problem,Orthophosphate Qualifier,pH,pH Code,pH Tier,pH Units,pH Problem,pH Qualifier,Salinity,Salinity Code,Salinity Tier,Salinity Units,Salinity Problem,Salinity Qualifier,Total Depth,Total Depth Code,Total Depth Tier,Total Depth Units,Total Depth Problem,Total Depth Qualifier,Total Dissolved Solids,Total Dissolved Solids Code,Total Dissolved Solids Tier,Total Dissolved Solids Units,Total Dissolved Solids Problem,Total Dissolved Solids Qualifier,Total Kjeldahl Nitrogen,Total Kjeldahl Nitrogen Code,Total Kjeldahl Nitrogen Tier,Total Kjeldahl Nitrogen Units,Total Kjeldahl Nitrogen Problem,Total Kjeldahl Nitrogen Qualifier,Total Nitrogen Blank,Total Nitrogen Blank Code,Total Nitrogen Blank Tier,Total Nitrogen Blank Units,Total Nitrogen Blank Problem,Total Nitrogen Blank Qualifier,Total Nitrogen,Total Nitrogen Code,Total Nitrogen Tier,Total Nitrogen Units,Total Nitrogen Problem,Total Nitrogen Qualifier,Total Phosphorus Blank,Total Phosphorus Blank Code,Total Phosphorus Blank Tier,Total Phosphorus Blank Units,Total Phosphorus Blank Problem,Total Phosphorus Blank Qualifier,Total Phosphorus,Total Phosphorus Code,Total Phosphorus Tier,Total Phosphorus Units,Total Phosphorus Problem,Total Phosphorus Qualifier,Total Suspended Solids,Total Suspended Solids Code,Total Suspended Solids Tier,Total Suspended Solids Units,Total Suspended Solids Problem,Total Suspended Solids Qualifier,Water Clarity,Water Clarity Code,Water Clarity Tier,Water Clarity Units,Water Clarity Problem,Water Clarity Qualifier,Water temperature,Water temperature Code,Water temperature Tier,Water temperature Units,Water temperature Problem,Water temperature Qualifier,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,Comments
9/29/13,12:00:00,UNTBALRUN0.23,GCWD.UNTBALRUN0.23,41.79036667,-77.30237,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/13,12:00:00,UNTBALRUN0.95,GCWD.UNTBALRUN0.95,41.797433,-77.29553,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,CROCRE13.23,GCWD.CROCRE13.23,41.84242,-77.27702,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,HEIRUN0.01,GCWD.HEIRUN0.01,41.77267,-77.3549,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,HEIRUN1.68,GCWD.HEIRUN1.68,41.75006667,-77.34817,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,LICRUN0.19,GCWD.LICRUN0.19,41.74223333,-77.53732,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,MARCRE6.38,GCWD.MARCRE6.38,41.772838,-77.35508,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,MILRUN0.01,GCWD.MILRUN0.01,41.75211667,-77.50378,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,PAIRUN0.53,GCWD.PAIRUN0.53,41.74135,-77.49783,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,PINCRE64.20,GCWD.PINCRE64.20,41.75203333,-77.5038,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,PINCRE64.21,GCWD.PINCRE64.21,41.75211667,-77.50397,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,12:00:00,UNTNORBRO0.71,GCWD.UNTNORBRO0.71,41.82465,-77.2801,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/13,12:00:00,UKW030,GCWD.UKW030,41.81018333,-77.28352,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/13,12:00:00,UNTBALRUN2.17,GCWD.UNTBALRUN2.17,41.8107,-77.28607,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/13,12:00:00,UNTBALRUN2.18,GCWD.UNTBALRUN2.18,41.80983333,-77.28518,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/13,12:00:00,DODHOLRUN0.32,GCWD.DODHOLRUN0.32,41.9225,-77.62645,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/13,12:00:00,UNTCOWRIV0.33,GCWD.UNTCOWRIV0.33,41.90963,-77.612,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/13,12:00:00,GERBRA4.32,GCWD.GERBRA4.32,41.64688889,-77.65480556,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,BALRUN1.44,GCWD.BALRUN1.44,41.7947,-77.30473,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,BALRUN4.02,GCWD.BALRUN4.02,41.81431667,-77.34078,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,HEIRUN0.01,GCWD.HEIRUN0.01,41.77267,-77.3549,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,HEIRUN1.68,GCWD.HEIRUN1.68,41.75006667,-77.34817,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,LICRUN0.19,GCWD.LICRUN0.19,41.74223333,-77.53732,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,MARCRE10.99,GCWD.MARCRE10.99,41.77943,-77.31009,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,MARCRE6.38,GCWD.MARCRE6.38,41.772838,-77.35508,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,MILRUN0.01,GCWD.MILRUN0.01,41.75211667,-77.50378,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,PAIRUN0.53,GCWD.PAIRUN0.53,41.74135,-77.49783,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,PINCRE64.21,GCWD.PINCRE64.21,41.75211667,-77.50397,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,UKW029,GCWD.UKW029,41.80456667,-77.29553,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,UNTBALRUN0.23,GCWD.UNTBALRUN0.23,41.79036667,-77.30237,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,UNTBALRUN0.95,GCWD.UNTBALRUN0.95,41.797433,-77.29553,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,UNTBALRUN2.17,GCWD.UNTBALRUN2.17,41.8107,-77.28607,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/13,12:00:00,UNTNORBRO0.71,GCWD.UNTNORBRO0.71,41.82465,-77.2801,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/13,12:00:00,GERBRA4.32,GCWD.GERBRA4.32,41.64688889,-77.65480556,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/13,12:00:00,SUNBRA0.76,GCWD.SUNBRA0.76,41.68773333,-77.801,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/13,12:00:00,GERBRA4.32,GCWD.GERBRA4.32,41.64688889,-77.65480556,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/13,12:00:00,LT1,ALLARM.LT1,40.17663,-77.18537,LeTort Regional Authority,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,DO.2,2,mg/L,,,,,,,,,,,,,,,3.6,NO3N.4,2,mg/L,,,,,,,,,,,,,,,0.03,OP.5,2,mg/L,,,7.29,PH.1,2,SU,,,,,,,,,,,,,,,420,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,WC.6,2,NTU,,,11.4,WT.3,2,deg C,,,,,,,,,,,,,,,,,,,,,
10/25/13,12:00:00,LT10,ALLARM.LT10,40.23487,-77.14193,LeTort Regional Authority,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,DO.2,2,mg/L,,,,,,,,,,,,,,,2.4,NO3N.4,2,mg/L,,,,,,,,,,,,,,,,,,,,,7.93,PH.1,2,SU,,,,,,,,,,,,,,,470,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,WC.6,2,NTU,,,11,WT.3,2,deg C,,,,,,,,,,,,,,,,,,,,,
10/25/13,12:00:00,LT2,ALLARM.LT2,40.17667,-77.18507,LeTort Regional Authority,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,DO.2,2,mg/L,,,,,,,,,,,,,,,3.2,NO3N.4,2,mg/L,,,,,,,,,,,,,,,0.05,OP.5,2,mg/L,,,7.96,PH.1,2,SU,,,,,,,,,,,,,,,390,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,WC.6,2,NTU,,,11.4,WT.3,2,deg C,,,,,,,,,,,,,,,,,,,,,
